,logtype,@timestamp,system,hostname,loghost,envname,procname,procid,module,keywname,keywvalue,keymask,logtext,errstack,errstackidx,errlocation,errseverity
21,LOG,2018-12-24T01:21:01.886Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,OB started at 2018-12-24T01:21:01,0,0,,
22,LOG,2018-12-19T01:10:18.438Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,OB aborted after 418 seconds at 2018-12-19T01:10:18,0,0,,
23,LOG,2018-12-24T00:53:19.883Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,ACK ABORT (red),0,0,,
24,LOG,2018-12-22T01:15:06.950Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB finished (TERMINATED) in 1065 seconds at 2018-12-22T01:15:06,0,0,,
25,LOG,2018-12-22T01:16:02.595Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB started at 2018-12-22T01:16:02,0,0,,
26,LOG,2018-12-23T02:45:24.482Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,(OBS.NAME: B02_HD25165_MED_SPLIT // OBS.ID: 200452165),0,0,,
27,LOG,2018-12-24T00:55:16.273Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,(OBS.NAME: CAL_HIP17272_new // OBS.ID: 2231308),0,0,,
28,LOG,2018-12-17T14:59:08.263Z,GRAVITY,wgv,wgv,wgv,bob_34581,197,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,
29,LOG,2018-12-17T15:03:32.501Z,GRAVITY,wgv,wgv,wgv,bob_34581,197,seq,,,,OB aborted after 117 seconds at 2018-12-17T15:01:05,0,0,,
30,LOG,2018-12-17T15:09:29.418Z,GRAVITY,wgv,wgv,wgv,bob_7875,47,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,
31,LOG,2018-12-24T12:08:21.898Z,GRAVITY,wgv,wgv,wgv,bob_ins,159,seq,,,,OB aborted after 4049 seconds at 2018-12-24T12:07:59,0,0,,
32,LOG,2018-12-24T12:21:36.236Z,GRAVITY,wgv,wgv,wgv,bob_ins,159,seq,,,,OB finished (TERMINATED) in 5 seconds at 2018-12-24T12:21:36,0,0,,
33,LOG,2018-12-22T19:22:52.751Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB finished (TERMINATED) in 3982 seconds at 2018-12-22T19:22:52,0,0,,
34,LOG,2018-12-18T23:38:49.317Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,OB continued at 2018-12-18T23:38:49,0,0,,
35,LOG,2018-12-21T18:02:22.368Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,
36,LOG,2018-12-18T01:06:44.638Z,GRAVITY,wgv,wgv,wgv,bob_7875,47,seq,,,,OB finished (TERMINATED) in 1273 seconds at 2018-12-18T01:06:44,0,0,,
37,LOG,2018-12-18T01:07:10.885Z,GRAVITY,wgv,wgv,wgv,bob_7875,47,seq,,,,OB started at 2018-12-18T01:07:10,0,0,,
38,LOG,2018-12-18T01:16:39.628Z,GRAVITY,wgv,wgv,wgv,bob_7875,47,seq,,,,OB aborted after 12 seconds at 2018-12-18T01:16:35,0,0,,
39,LOG,2018-12-18T01:20:11.628Z,GRAVITY,wgv,wgv,wgv,bob_7875,47,seq,,,,OB started at 2018-12-18T01:20:11,0,0,,
40,LOG,2018-12-18T01:20:34.819Z,GRAVITY,wgv,wgv,wgv,bob_7875,47,seq,,,,OB aborted after 21 seconds at 2018-12-18T01:20:32,0,0,,
41,LOG,2018-12-21T00:15:30.629Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB continued at 2018-12-21T00:15:30,0,0,,
42,LOG,2018-12-21T00:16:40.202Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB finished (TERMINATED) in 22588 seconds at 2018-12-21T00:16:40,0,0,,
43,LOG,2018-12-21T00:57:14.548Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,(OBS.NAME: SCI_XZTau // OBS.ID: 2149312),0,0,,
44,LOG,2018-12-24T23:52:52.468Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,OB continued at 2018-12-24T23:52:52,0,0,,
45,LOG,2018-12-24T00:18:46.264Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,OB aborted after 280 seconds at 2018-12-24T00:18:46,0,0,,
46,LOG,2018-12-24T00:19:14.368Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,(OBS.NAME: B02_HD8498_MED_SPLIT // OBS.ID: 200452522),0,0,,
47,LOG,2018-12-24T00:22:06.018Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,OB started at 2018-12-24T00:22:06,0,0,,
48,LOG,2018-12-24T00:22:06.018Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,(OBS.NAME: M05_HD20791_MED_SPLIT // OBS.ID: 200453848),0,0,,
49,LOG,2018-12-20T19:18:45.393Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB paused at 2018-12-20T19:18:45,0,0,,
50,LOG,2018-12-24T18:41:31.170Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,
51,LOG,2018-12-22T02:22:03.635Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB started at 2018-12-22T02:22:03,0,0,,
52,LOG,2018-12-23T04:35:10.286Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,(OBS.NAME: CAL_HD75063_A // OBS.ID: 2067014),0,0,,
53,LOG,2018-12-19T03:13:53.113Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,(OBS.NAME: SCI_hv11423_MR // OBS.ID: 200455321),0,0,,
54,LOG,2018-12-21T05:20:08.668Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,(OBS.NAME: SCI_HIP28153_2 // OBS.ID: 2162683),0,0,,
55,LOG,2018-12-21T05:20:10.110Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB aborted after 1 seconds at 2018-12-21T05:20:09,0,0,,
56,LOG,2018-12-21T05:23:11.821Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,(OBS.NAME: SCI_HIP28153_2 // OBS.ID: 2162683),0,0,,
57,LOG,2018-12-21T05:27:51.776Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB started at 2018-12-21T05:27:51,0,0,,
58,LOG,2018-12-21T05:27:51.776Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,(OBS.NAME: SCI_HIP28153_2 // OBS.ID: 2162683),0,0,,
59,LOG,2018-12-22T18:16:30.318Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB started at 2018-12-22T18:16:30,0,0,,
60,LOG,2018-12-24T18:41:31.170Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,OB started at 2018-12-24T18:41:31,0,0,,
61,LOG,2018-12-18T20:38:36.437Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,OB started at 2018-12-18T20:38:36,0,0,,
62,LOG,2018-12-16T19:26:34.338Z,GRAVITY,wgv,wgv,wgv,bob_14270,233,seq,,,,OB started at 2018-12-16T19:26:34,0,0,,
63,LOG,2018-12-16T19:26:34.338Z,GRAVITY,wgv,wgv,wgv,bob_14270,233,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,
64,LOG,2018-12-20T18:00:12.309Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB started at 2018-12-20T18:00:12,0,0,,
65,LOG,2018-12-22T07:56:40.764Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB started at 2018-12-22T07:56:40,0,0,,
66,LOG,2018-12-19T07:31:04.308Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,(OBS.NAME: CAL_iotcar_HR // OBS.ID: 2228625),0,0,,
67,LOG,2018-12-24T08:16:52.700Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,OB finished (TERMINATED) in 435 seconds at 2018-12-24T08:16:52,0,0,,
68,LOG,2018-12-24T08:17:02.227Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,(OBS.NAME: B02_HD87837_MED_SPLIT // OBS.ID: 200452534),0,0,,
69,LOG,2018-12-22T08:53:07.042Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB finished (TERMINATED) in 959 seconds at 2018-12-22T08:53:07,0,0,,
70,LOG,2018-12-18T08:26:47.924Z,GRAVITY,wgv,wgv,wgv,bob_ins,138,seq,,,,OB started at 2018-12-18T08:26:47,0,0,,
71,LOG,2018-12-22T06:38:19.326Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,ACK ABORT (red),0,0,,
72,LOG,2018-12-22T06:31:14.939Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,(OBS.NAME: CAL_alfmon_HR // OBS.ID: 2230512),0,0,,
73,LOG,2018-12-25T05:53:14.360Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,OB finished (TERMINATED) in 958 seconds at 2018-12-25T05:53:14,0,0,,
74,LOG,2018-12-25T05:53:21.626Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,(OBS.NAME: CAL_HD45674 // OBS.ID: 2166032),0,0,,
75,LOG,2018-12-25T06:08:44.580Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,OB started at 2018-12-25T06:08:44,0,0,,
76,LOG,2018-12-25T06:08:44.580Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,(OBS.NAME: SCI_MWC158 // OBS.ID: 2166035),0,0,,
77,LOG,2018-12-19T06:38:58.446Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,ERROR: ACK ABORT (red),0,0,,
78,LOG,2018-12-19T06:38:58.458Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,OB aborted after 1117 seconds at 2018-12-19T06:38:58,0,0,,
79,LOG,2018-12-19T06:55:36.996Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,(OBS.NAME: CAL_iotcar_HR // OBS.ID: 2228625),0,0,,
80,LOG,2018-12-23T09:10:25.938Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB started at 2018-12-23T09:10:25,0,0,,
81,LOG,2018-12-19T07:56:16.698Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,ACK ABORT (red),0,0,,
82,LOG,2018-12-19T07:56:49.073Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,(OBS.NAME: SCI_hr3126_HR // OBS.ID: 2226633),0,0,,
83,LOG,2018-12-19T05:20:41.963Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,OB finished (TERMINATED) in 720 seconds at 2018-12-19T05:20:41,0,0,,
84,LOG,2018-12-19T05:21:24.279Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,OB started at 2018-12-19T05:21:24,0,0,,
85,LOG,2018-12-19T05:21:24.279Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,(OBS.NAME: SCI_vycma_HR // OBS.ID: 2226630),0,0,,
86,LOG,2018-12-23T06:47:15.303Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB finished (TERMINATED) in 1216 seconds at 2018-12-23T06:47:15,0,0,,
87,LOG,2018-12-23T06:52:12.194Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,ERROR: ACK ABORT (red),0,0,,
88,LOG,2018-12-21T06:56:31.490Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,ERROR: ACK ABORT (red),0,0,,
89,LOG,2018-12-21T06:56:31.506Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB aborted after 1511 seconds at 2018-12-21T06:56:31,0,0,,
90,LOG,2018-12-23T13:23:15.672Z,GRAVITY,wgv,wgv,wgv,bob_ins,241,seq,,,,OB aborted after 13993 seconds at 2018-12-23T13:23:05,0,0,,
91,LOG,2018-12-23T13:23:54.922Z,GRAVITY,wgv,wgv,wgv,bob_ins,241,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,
92,LOG,2018-12-21T18:02:22.368Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB started at 2018-12-21T18:02:22,0,0,,
93,LOG,2018-12-20T18:00:12.309Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,
94,LOG,2018-12-17T16:10:24.270Z,GRAVITY,wgv,wgv,wgv,bob_7875,47,seq,,,,OB finished (TERMINATED) in 3655 seconds at 2018-12-17T16:10:24,0,0,,
95,LOG,2018-12-21T00:57:14.548Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB started at 2018-12-21T00:57:14,0,0,,
96,LOG,2018-12-25T01:06:12.304Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,OB finished (TERMINATED) in 385 seconds at 2018-12-25T01:06:12,0,0,,
97,LOG,2018-12-25T00:59:47.639Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,(OBS.NAME: M05_HD12619_MED_SPLIT // OBS.ID: 200452966),0,0,,
98,LOG,2018-12-19T03:57:48.967Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,OB finished (TERMINATED) in 1498 seconds at 2018-12-19T03:57:48,0,0,,
99,LOG,2018-12-19T03:58:07.935Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,(OBS.NAME: CAL_hd6632_MR // OBS.ID: 200455324),0,0,,
100,LOG,2018-12-22T04:46:04.688Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB started at 2018-12-22T04:46:04,0,0,,
101,LOG,2018-12-24T19:08:28.046Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,OB started at 2018-12-24T19:08:28,0,0,,
102,LOG,2018-12-22T05:09:43.392Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB finished (TERMINATED) in 1419 seconds at 2018-12-22T05:09:43,0,0,,
103,LOG,2018-12-22T05:09:48.236Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB started at 2018-12-22T05:09:48,0,0,,
104,LOG,2018-12-22T07:18:12.498Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,(OBS.NAME: CAL_betpyx_HR // OBS.ID: 2230518),0,0,,
105,LOG,2018-12-22T07:18:06.562Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB finished (TERMINATED) in 1517 seconds at 2018-12-22T07:18:06,0,0,,
106,LOG,2018-12-19T18:42:25.858Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB paused at 2018-12-19T18:42:25,0,0,,
107,LOG,2018-12-21T11:10:53.577Z,GRAVITY,wgv,wgv,wgv,bob_ins,254,seq,,,,OB finished (TERMINATED) in 7672 seconds at 2018-12-21T11:10:53,0,0,,
108,LOG,2018-12-19T07:14:30.316Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,(OBS.NAME: SCI_hr3126_HR // OBS.ID: 2226633),0,0,,
109,LOG,2018-12-22T08:37:08.360Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,(OBS.NAME: CAL_betpyx_HR // OBS.ID: 2230518),0,0,,
110,LOG,2018-12-25T06:47:46.574Z,GRAVITY,wgv,wgv,wgv,bob_46580,77,seq,,,,OB started at 2018-12-25T06:47:46,0,0,,
111,LOG,2018-12-19T06:10:12.158Z,GRAVITY,wgv,wgv,wgv,bob_39402,88,seq,,,,(OBS.NAME: SCI_zpup_HR // OBS.ID: 2228213),0,0,,
112,LOG,2018-12-16T08:27:48.299Z,GRAVITY,wgv,wgv,wgv,bob_ins,208,seq,,,,OB started at 2018-12-16T08:27:48,0,0,,
113,LOG,2018-12-16T08:28:34.378Z,GRAVITY,wgv,wgv,wgv,bob_ins,208,seq,,,,OB aborted after 0 seconds at 2018-12-16T08:27:48,0,0,,
114,LOG,2018-12-21T08:43:49.505Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB finished (TERMINATED) in 2208 seconds at 2018-12-21T08:43:49,0,0,,
115,LOG,2018-12-21T08:44:01.438Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,OB started at 2018-12-21T08:44:01,0,0,,
116,LOG,2018-12-21T08:44:01.438Z,GRAVITY,wgv,wgv,wgv,bob_7008,154,seq,,,,(OBS.NAME: CAL_G282_2988_MR_K7.0_MACAO // OBS.ID: 2171215),0,0,,
117,LOG,2018-12-20T04:32:30.559Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB aborted after 483 seconds at 2018-12-20T04:32:30,0,0,,
118,LOG,2018-12-20T04:40:39.728Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB aborted after 16 seconds at 2018-12-20T04:40:23,0,0,,
119,LOG,2018-12-20T04:40:55.251Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB started at 2018-12-20T04:40:55,0,0,,
120,LOG,2018-12-20T04:56:46.786Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB started at 2018-12-20T04:56:46,0,0,,
121,LOG,2018-12-20T04:56:46.786Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,(OBS.NAME: SCI_2MASS_J05244629_5218584_GRAVITY_UT1UT2UT3UT4_MEDIUM-SPLIT // OBS.ID: 2206382),0,0,,
122,LOG,2018-12-20T05:13:12.422Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,ERROR: ACK ABORT (red),0,0,,
123,LOG,2018-12-23T08:55:33.562Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB started at 2018-12-23T08:55:33,0,0,,
124,LOG,2018-12-20T05:19:48.433Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,ACK ABORT (red),0,0,,
125,LOG,2018-12-20T05:27:33.322Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB started at 2018-12-20T05:27:33,0,0,,
126,LOG,2018-12-20T05:27:33.322Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,(OBS.NAME: SCI_2MASS_J07265869_3418438_GRAVITY_UT1UT2UT3UT4_MEDIUM-SPLIT // OBS.ID: 2206388),0,0,,
127,LOG,2018-12-20T05:36:26.295Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,ACK ABORT (red),0,0,,
128,LOG,2018-12-20T05:36:26.301Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB aborted after 533 seconds at 2018-12-20T05:36:26,0,0,,
129,LOG,2018-12-23T07:56:08.547Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB finished (TERMINATED) in 1277 seconds at 2018-12-23T07:56:08,0,0,,
130,LOG,2018-12-23T07:56:23.582Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB started at 2018-12-23T07:56:23,0,0,,
131,LOG,2018-12-22T06:07:00.482Z,GRAVITY,wgv,wgv,wgv,bob_42025,193,seq,,,,OB finished (TERMINATED) in 471 seconds at 2018-12-22T06:07:00,0,0,,
132,LOG,2018-12-25T07:10:37.057Z,GRAVITY,wgv,wgv,wgv,bob_ins,233,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,
133,LOG,2018-12-23T08:15:37.851Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB finished (TERMINATED) in 1154 seconds at 2018-12-23T08:15:37,0,0,,
134,LOG,2018-12-24T06:18:16.330Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,OB started at 2018-12-24T06:18:16,0,0,,
135,LOG,2018-12-24T06:42:59.976Z,GRAVITY,wgv,wgv,wgv,bob_25546,148,seq,,,,OB started at 2018-12-24T06:42:59,0,0,,
136,LOG,2018-12-26T02:28:15.951Z,GRAVITY,wgv,wgv,wgv,bob_23530,86,seq,,,,(OBS.NAME: M05_HD37877_MED_SPLIT // OBS.ID: 200454292),0,0,,
137,LOG,2018-12-26T02:38:51.156Z,GRAVITY,wgv,wgv,wgv,bob_23530,86,seq,,,,OB aborted after 621 seconds at 2018-12-26T02:38:36,0,0,,
138,LOG,2018-12-26T02:39:21.389Z,GRAVITY,wgv,wgv,wgv,bob_23530,86,seq,,,,(OBS.NAME: M05_HD37877_MED_SPLIT // OBS.ID: 200454292),0,0,,
139,LOG,2018-12-26T02:39:28.565Z,GRAVITY,wgv,wgv,wgv,bob_23530,86,seq,,,,OB aborted after 0 seconds at 2018-12-26T02:39:21,0,0,,
140,LOG,2018-12-26T02:42:20.086Z,GRAVITY,wgv,wgv,wgv,bob_23530,86,seq,,,,OB started at 2018-12-26T02:42:20,0,0,,
141,LOG,2018-12-26T02:47:08.245Z,GRAVITY,wgv,wgv,wgv,bob_23530,86,seq,,,,OB paused at 2018-12-26T02:47:08,0,0,,
142,LOG,2018-12-26T02:49:36.568Z,GRAVITY,wgv,wgv,wgv,bob_23530,86,seq,,,,OB finished (TERMINATED) in 436 seconds at 2018-12-26T02:49:36,0,0,,
143,LOG,2018-12-27T20:48:45.537Z,GRAVITY,wgv,wgv,wgv,bob_46547,186,seq,,,,OB started at 2018-12-27T20:48:45,0,0,,
144,LOG,2018-12-27T20:48:45.537Z,GRAVITY,wgv,wgv,wgv,bob_46547,186,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,
145,LOG,2018-12-27T20:48:47.323Z,GRAVITY,wgv,wgv,wgv,bob_46547,186,seq,,,,OB aborted after 0 seconds at 2018-12-27T20:48:45,0,0,,
146,LOG,2018-12-20T04:24:27.862Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,(OBS.NAME: SCI_2MASS_J05244629_5218584_GRAVITY_UT1UT2UT3UT4_MEDIUM-SPLIT // OBS.ID: 2206382),0,0,,
147,LOG,2018-12-20T04:35:22.942Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB aborted after 160 seconds at 2018-12-20T04:35:22,0,0,,
148,LOG,2018-12-20T04:40:07.458Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,(OBS.NAME: SCI_2MASS_J05244629_5218584_GRAVITY_UT1UT2UT3UT4_MEDIUM-SPLIT // OBS.ID: 2206382),0,0,,
149,LOG,2018-12-20T06:00:39.505Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,ACK ABORT (red),0,0,,
150,LOG,2018-12-20T06:00:52.641Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB started at 2018-12-20T06:00:52,0,0,,
151,LOG,2018-12-20T06:07:58.525Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,(OBS.NAME: SCI_2MASS_J07265869_3418438_GRAVITY_UT1UT2UT3UT4_MEDIUM-SPLIT // OBS.ID: 2206388),0,0,,
152,LOG,2018-12-20T06:10:04.178Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB aborted after 126 seconds at 2018-12-20T06:10:04,0,0,,
153,LOG,2018-12-20T06:10:08.166Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,OB started at 2018-12-20T06:10:08,0,0,,
154,LOG,2018-12-20T06:14:42.124Z,GRAVITY,wgv,wgv,wgv,bob_44140,100,seq,,,,ACK ABORT (red),0,0,,
