,logtype,@timestamp,system,hostname,loghost,envname,procname,procid,module,keywname,keywvalue,keymask,logtext,errstack,errstackidx,errlocation,errseverity
36,LOG,2018-12-23T05:52:30.714Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,(OBS.NAME: CAL_betpyx_HR // OBS.ID: 2230518),0,0,,
37,LOG,2018-12-23T06:08:29.698Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB started at 2018-12-23T06:08:29,0,0,,
38,LOG,2018-12-23T09:10:25.938Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,(OBS.NAME: SCI_vycma_HR // OBS.ID: 2230545),0,0,,
39,LOG,2018-12-23T08:40:12.591Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB finished (TERMINATED) in 1464 seconds at 2018-12-23T08:40:12,0,0,,
40,LOG,2018-12-23T08:40:17.723Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,(OBS.NAME: CAL_betpyx_HR // OBS.ID: 2230518),0,0,,
41,LOG,2018-12-23T08:15:48.551Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,(OBS.NAME: SCI_vycma_HR // OBS.ID: 2230545),0,0,,
42,LOG,2018-12-23T08:25:53.000Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB paused at 2018-12-23T08:25:53,0,0,,
43,LOG,2018-12-23T06:47:17.932Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB started at 2018-12-23T06:47:17,0,0,,
44,LOG,2018-12-23T06:47:17.932Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,(OBS.NAME: SCI_S1_EHA_cont // OBS.ID: 2066861),0,0,,
45,LOG,2018-12-23T06:52:12.198Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,ACK ABORT (red),0,0,,
46,LOG,2018-12-23T06:52:16.207Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,(OBS.NAME: SCI_S1_EHA_cont // OBS.ID: 2066861),0,0,,
47,LOG,2018-12-23T07:34:49.222Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB finished (TERMINATED) in 2553 seconds at 2018-12-23T07:34:49,0,0,,
48,LOG,2018-12-23T04:11:33.227Z,GRAVITY,wgv,wgv,wgv,bob_9247,81,seq,,,,OB started at 2018-12-23T04:11:33,0,0,,
49,LOG,2018-12-23T09:29:52.436Z,GRAVITY,wgv,wgv,wgv,bob_ins,241,seq,,,,OB started at 2018-12-23T09:29:52,0,0,,
