,logtype,@timestamp,system,hostname,loghost,envname,procname,procid,module,keywname,keywvalue,keymask,logtext,errstack,errstackidx,errlocation,errseverity
18,LOG,2018-11-30T04:41:18.834Z,GRAVITY,wgv,wgv,wgv,bob_25782,178.0,seq,,,,OB finished (TERMINATED) in 1459 seconds at 2018-11-30T04:41:18,0.0,0.0,,
19,LOG,2018-11-30T01:17:21.257Z,GRAVITY,wgv,wgv,wgv,bob_25782,178.0,seq,,,,OB started at 2018-11-30T01:17:21,0.0,0.0,,
20,LOG,2018-11-30T02:27:11.161Z,GRAVITY,wgv,wgv,wgv,bob_25782,178.0,seq,,,,OB paused at 2018-11-30T02:27:11,0.0,0.0,,
21,LOG,2018-11-30T08:35:36.350Z,GRAVITY,wgv,wgv,wgv,bob_ins,244.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0.0,0.0,,
22,LOG,2018-11-30T08:35:36.350Z,GRAVITY,wgv,wgv,wgv,bob_ins,244.0,seq,,,,OB started at 2018-11-30T08:35:36,0.0,0.0,,
23,LOG,2018-11-30T02:21:15.561Z,GRAVITY,wgv,wgv,wgv,bob_25782,178.0,seq,,,,OB started at 2018-11-30T02:21:15,0.0,0.0,,
24,LOG,2018-11-21T09:02:53.340Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: SCI_IRAS-09149-6206 // OBS.ID: 2215719),0.0,0.0,,
25,LOG,2018-11-30T02:27:23.548Z,GRAVITY,wgv,wgv,wgv,bob_25782,178.0,seq,,,,OB continued at 2018-11-30T02:27:23,0.0,0.0,,
26,LOG,2018-11-30T02:21:15.561Z,GRAVITY,wgv,wgv,wgv,bob_25782,178.0,seq,,,,(OBS.NAME: HD142_Nov29_2 // OBS.ID: 2217738),0.0,0.0,,
27,LOG,2018-11-21T08:37:58.495Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: SCI_IRAS-09149-6206 // OBS.ID: 2215719),0.0,0.0,,
28,LOG,2018-11-28T20:44:44.722Z,GRAVITY,wgv,wgv,wgv,bob_33350,68.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0.0,0.0,,
29,LOG,2018-11-29T04:37:09.289Z,GRAVITY,wgv,wgv,wgv,bob_33350,68.0,seq,,,,ERROR: ACK ABORT (red),0.0,0.0,,
30,LOG,2018-11-29T04:37:09.294Z,GRAVITY,wgv,wgv,wgv,bob_33350,68.0,seq,,,,ACK ABORT (red),0.0,0.0,,
31,LOG,2018-11-19T18:37:22.083Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0.0,0.0,,
32,LOG,2018-11-29T04:44:45.367Z,GRAVITY,wgv,wgv,wgv,bob_38790,148.0,seq,,,,OB aborted after 6 seconds at 2018-11-29T04:44:45,0.0,0.0,,
33,LOG,2018-11-29T04:22:21.219Z,GRAVITY,wgv,wgv,wgv,bob_33350,68.0,seq,,,,(OBS.NAME: M05_HD30202_MED_SPLIT // OBS.ID: 200454160),0.0,0.0,,
34,LOG,2018-11-18T18:00:13.294Z,GRAVITY,wgv,wgv,wgv,bob_42908,55.0,seq,,,,OB started at 2018-11-18T18:00:13,0.0,0.0,,
35,LOG,2018-11-18T18:00:13.294Z,GRAVITY,wgv,wgv,wgv,bob_42908,55.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0.0,0.0,,
36,LOG,2018-11-29T05:00:29.776Z,GRAVITY,wgv,wgv,wgv,bob_38790,148.0,seq,,,,OB finished (TERMINATED) in 922 seconds at 2018-11-29T05:00:29,0.0,0.0,,
37,LOG,2018-11-20T04:23:22.705Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB finished (TERMINATED) in 1929 seconds at 2018-11-20T04:23:22,0.0,0.0,,
38,LOG,2018-11-20T04:23:33.667Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,(OBS.NAME: SCI_GVTau // OBS.ID: 2149174),0.0,0.0,,
39,LOG,2018-11-25T04:35:07.111Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB continued at 2018-11-25T04:35:07,0.0,0.0,,
40,LOG,2018-11-25T04:25:12.159Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB finished (TERMINATED) in 1544 seconds at 2018-11-25T04:25:12,0.0,0.0,,
41,LOG,2018-11-20T04:59:07.690Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB paused at 2018-11-20T04:59:07,0.0,0.0,,
42,LOG,2018-11-20T04:59:24.471Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB continued at 2018-11-20T04:59:24,0.0,0.0,,
43,LOG,2018-11-23T23:31:32.337Z,GRAVITY,wgv,wgv,wgv,bob_46057,237.0,seq,,,,OB finished (TERMINATED) in 5018 seconds at 2018-11-23T23:31:32,0.0,0.0,,
44,LOG,2018-11-24T00:34:45.159Z,GRAVITY,wgv,wgv,wgv,bob_46057,237.0,seq,,,,OB paused at 2018-11-24T00:34:45,0.0,0.0,,
45,LOG,2018-11-24T02:30:27.861Z,GRAVITY,wgv,wgv,wgv,bob_33021,73.0,seq,,,,(OBS.NAME: SCI_WDS_J01278-1054AB_dual // OBS.ID: 200429862),0.0,0.0,,
46,LOG,2018-11-24T02:43:44.434Z,GRAVITY,wgv,wgv,wgv,bob_33021,73.0,seq,,,,OB finished (TERMINATED) in 797 seconds at 2018-11-24T02:43:44,0.0,0.0,,
47,LOG,2018-11-24T02:44:09.309Z,GRAVITY,wgv,wgv,wgv,bob_33021,73.0,seq,,,,(OBS.NAME: SCI_LTT1688 // OBS.ID: 200454598),0.0,0.0,,
48,LOG,2018-11-25T05:53:02.723Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB started at 2018-11-25T05:53:02,0.0,0.0,,
49,LOG,2018-11-21T22:04:54.613Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0.0,0.0,,
50,LOG,2018-11-25T05:44:06.643Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB aborted after 164 seconds at 2018-11-25T05:43:55,0.0,0.0,,
51,LOG,2018-11-21T22:16:16.299Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB aborted after 678 seconds at 2018-11-21T22:16:12,0.0,0.0,,
52,LOG,2018-11-24T01:18:25.504Z,GRAVITY,wgv,wgv,wgv,bob_33021,73.0,seq,,,,OB started at 2018-11-24T01:18:25,0.0,0.0,,
53,LOG,2018-11-22T12:22:46.859Z,GRAVITY,wgv,wgv,wgv,bob_ins,63.0,seq,,,,OB aborted after 12 seconds at 2018-11-22T12:20:19,0.0,0.0,,
54,LOG,2018-11-22T12:24:55.236Z,GRAVITY,wgv,wgv,wgv,bob_ins,63.0,seq,,,,OB started at 2018-11-22T12:24:55,0.0,0.0,,
55,LOG,2018-11-22T12:27:14.678Z,GRAVITY,wgv,wgv,wgv,bob_ins,63.0,seq,,,,OB aborted after 12 seconds at 2018-11-22T12:25:07,0.0,0.0,,
56,LOG,2018-11-22T12:29:51.479Z,GRAVITY,wgv,wgv,wgv,bob_ins,63.0,seq,,,,OB started at 2018-11-22T12:29:51,0.0,0.0,,
57,LOG,2018-11-22T12:12:57.571Z,GRAVITY,wgv,wgv,wgv,bob_ins,63.0,seq,,,,OB started at 2018-11-22T12:12:57,0.0,0.0,,
58,LOG,2018-11-22T12:28:57.475Z,GRAVITY,wgv,wgv,wgv,bob_ins,63.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0.0,0.0,,
59,LOG,2018-11-22T04:24:11.939Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB started at 2018-11-22T04:24:11,0.0,0.0,,
60,LOG,2018-11-22T12:12:26.774Z,GRAVITY,wgv,wgv,wgv,bob_ins,63.0,seq,,,,OB aborted after 8072 seconds at 2018-11-22T10:23:20,0.0,0.0,,
61,LOG,2018-11-24T01:22:36.922Z,GRAVITY,wgv,wgv,wgv,bob_33021,73.0,seq,,,,OB finished (TERMINATED) in 251 seconds at 2018-11-24T01:22:36,0.0,0.0,,
62,LOG,2018-11-24T01:23:39.622Z,GRAVITY,wgv,wgv,wgv,bob_33021,73.0,seq,,,,ACK ABORT (red),0.0,0.0,,
63,LOG,2018-11-24T01:15:19.962Z,GRAVITY,wgv,wgv,wgv,bob_46057,237.0,seq,,,,OB paused at 2018-11-24T01:15:19,0.0,0.0,,
64,LOG,2018-11-25T04:55:20.793Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB started at 2018-11-25T04:55:20,0.0,0.0,,
65,LOG,2018-11-22T05:50:02.597Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,ERROR: ACK ABORT (red),0.0,0.0,,
66,LOG,2018-11-22T06:04:23.983Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB started at 2018-11-22T06:04:23,0.0,0.0,,
67,LOG,2018-11-21T06:22:03.546Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB started at 2018-11-21T06:22:03,0.0,0.0,,
68,LOG,2018-11-21T06:22:03.546Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: SCI_3C120 // OBS.ID: 2215716),0.0,0.0,,
69,LOG,2018-11-21T05:12:24.195Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB finished (TERMINATED) in 438 seconds at 2018-11-21T05:12:24,0.0,0.0,,
70,LOG,2018-11-21T05:12:39.346Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: CAL_HIP17272 // OBS.ID: 2215848),0.0,0.0,,
71,LOG,2018-11-21T06:33:31.433Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: SCI_3C120 // OBS.ID: 2215716),0.0,0.0,,
72,LOG,2018-11-21T06:37:55.272Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB aborted after 31 seconds at 2018-11-21T06:36:29,0.0,0.0,,
73,LOG,2018-11-21T06:38:28.751Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB started at 2018-11-21T06:38:28,0.0,0.0,,
74,LOG,2018-11-21T07:30:54.584Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB continued at 2018-11-21T07:30:54,0.0,0.0,,
75,LOG,2018-11-25T00:28:40.663Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB started at 2018-11-25T00:28:40,0.0,0.0,,
76,LOG,2018-11-21T07:47:19.792Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: SCI_IRAS-09149-6206 // OBS.ID: 2215719),0.0,0.0,,
77,LOG,2018-11-25T00:45:38.534Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB started at 2018-11-25T00:45:38,0.0,0.0,,
78,LOG,2018-11-25T00:45:38.534Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,(OBS.NAME: B02_HD8498_MED_SPLIT // OBS.ID: 200452522),0.0,0.0,,
79,LOG,2018-11-21T05:37:32.114Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB finished (TERMINATED) in 216 seconds at 2018-11-21T05:37:32,0.0,0.0,,
80,LOG,2018-11-21T05:37:49.821Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: SCI_NGC1068 // OBS.ID: 2215710),0.0,0.0,,
81,LOG,2018-11-26T02:47:13.035Z,GRAVITY,wgv,wgv,wgv,bob_25234,129.0,seq,,,,(OBS.NAME: CAL_delPhe // OBS.ID: 2062977),0.0,0.0,,
82,LOG,2018-11-26T02:51:47.045Z,GRAVITY,wgv,wgv,wgv,bob_25234,129.0,seq,,,,OB continued at 2018-11-26T02:51:47,0.0,0.0,,
83,LOG,2018-11-21T05:05:06.921Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB started at 2018-11-21T05:05:06,0.0,0.0,,
84,LOG,2018-11-26T03:34:50.168Z,GRAVITY,wgv,wgv,wgv,bob_25234,129.0,seq,,,,OB finished (TERMINATED) in 1547 seconds at 2018-11-26T03:34:50,0.0,0.0,,
85,LOG,2018-11-21T05:04:17.581Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB finished (TERMINATED) in 2591 seconds at 2018-11-21T05:04:17,0.0,0.0,,
86,LOG,2018-11-24T20:58:53.019Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0.0,0.0,,
87,LOG,2018-11-25T01:07:56.550Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB finished (TERMINATED) in 250 seconds at 2018-11-25T01:07:56,0.0,0.0,,
88,LOG,2018-11-25T01:03:46.659Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB started at 2018-11-25T01:03:46,0.0,0.0,,
89,LOG,2018-11-21T22:47:47.078Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB started at 2018-11-21T22:47:47,0.0,0.0,,
90,LOG,2018-11-25T01:08:23.917Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,(OBS.NAME: SCI_WDS_J01278-1054AB_dual // OBS.ID: 200429862),0.0,0.0,,
91,LOG,2018-11-25T01:08:23.917Z,GRAVITY,wgv,wgv,wgv,bob_24800,223.0,seq,,,,OB started at 2018-11-25T01:08:23,0.0,0.0,,
92,LOG,2018-11-20T23:00:49.080Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB finished (TERMINATED) in 4628 seconds at 2018-11-20T23:00:49,0.0,0.0,,
93,LOG,2018-11-20T13:09:19.634Z,GRAVITY,wgv,wgv,wgv,bob_ins,187.0,seq,,,,OB finished (TERMINATED) in 13177 seconds at 2018-11-20T13:09:19,0.0,0.0,,
94,LOG,2018-11-20T02:32:59.200Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB started at 2018-11-20T02:32:59,0.0,0.0,,
95,LOG,2018-11-20T02:32:59.200Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,(OBS.NAME: M05_HD28947_MED_SPLIT // OBS.ID: 200454142),0.0,0.0,,
96,LOG,2018-11-20T02:34:32.637Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB started at 2018-11-20T02:34:32,0.0,0.0,,
97,LOG,2018-11-20T02:34:27.968Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,ACK ABORT (red),0.0,0.0,,
98,LOG,2018-11-20T02:34:32.638Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,(OBS.NAME: M05_HD28947_MED_SPLIT // OBS.ID: 200454142),0.0,0.0,,
99,LOG,2018-11-21T22:20:06.548Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB started at 2018-11-21T22:20:06,0.0,0.0,,
100,LOG,2018-11-21T22:21:53.482Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB started at 2018-11-21T22:21:53,0.0,0.0,,
101,LOG,2018-11-20T02:54:05.212Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB paused at 2018-11-20T02:54:05,0.0,0.0,,
102,LOG,2018-11-21T21:40:43.398Z,GRAVITY,wgv,wgv,wgv,bob_14115,227.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0.0,0.0,,
103,LOG,2018-11-21T21:26:12.870Z,GRAVITY,wgv,wgv,wgv,bob_14115,227.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0.0,0.0,,
104,LOG,2018-11-20T03:00:14.343Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB finished (TERMINATED) in 1542 seconds at 2018-11-20T03:00:14,0.0,0.0,,
105,LOG,2018-11-21T23:45:24.977Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB finished (TERMINATED) in 3457 seconds at 2018-11-21T23:45:24,0.0,0.0,,
106,LOG,2018-11-22T02:16:22.105Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB finished (TERMINATED) in 5182 seconds at 2018-11-22T02:16:22,0.0,0.0,,
107,LOG,2018-11-22T02:16:34.266Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,(OBS.NAME: HD142 // OBS.ID: 2215842),0.0,0.0,,
108,LOG,2018-11-21T21:26:12.870Z,GRAVITY,wgv,wgv,wgv,bob_14115,227.0,seq,,,,OB started at 2018-11-21T21:26:12,0.0,0.0,,
109,LOG,2018-11-21T21:50:55.260Z,GRAVITY,wgv,wgv,wgv,bob_14115,227.0,seq,,,,OB aborted after 609 seconds at 2018-11-21T21:50:52,0.0,0.0,,
110,LOG,2018-11-21T22:21:26.820Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB aborted after 80 seconds at 2018-11-21T22:21:26,0.0,0.0,,
111,LOG,2018-11-20T03:37:55.129Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB finished (TERMINATED) in 2247 seconds at 2018-11-20T03:37:55,0.0,0.0,,
112,LOG,2018-11-19T03:02:33.500Z,GRAVITY,wgv,wgv,wgv,bob_42908,55.0,seq,,,,OB started at 2018-11-19T03:02:33,0.0,0.0,,
113,LOG,2018-11-19T03:02:33.500Z,GRAVITY,wgv,wgv,wgv,bob_42908,55.0,seq,,,,(OBS.NAME: M05_HD28947_MED_SPLIT // OBS.ID: 200454142),0.0,0.0,,
114,LOG,2018-11-20T04:44:35.345Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB finished (TERMINATED) in 1262 seconds at 2018-11-20T04:44:35,0.0,0.0,,
115,LOG,2018-11-20T04:23:33.667Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB started at 2018-11-20T04:23:33,0.0,0.0,,
116,LOG,2018-11-20T03:41:33.291Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB started at 2018-11-20T03:41:33,0.0,0.0,,
117,LOG,2018-11-20T03:41:33.292Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,(OBS.NAME: SCI_DRTau_GRAVITY_UT1UT2UT3UT4_MED // OBS.ID: 2161387),0.0,0.0,,
118,LOG,2018-11-20T03:41:33.388Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB paused at 2018-11-20T03:41:33,0.0,0.0,,
119,LOG,2018-11-20T05:50:20.131Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,(OBS.NAME: SCI_DPTau // OBS.ID: 2149337),0.0,0.0,,
120,LOG,2018-11-20T03:51:13.991Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB started at 2018-11-20T03:51:13,0.0,0.0,,
121,LOG,2018-11-20T03:51:13.991Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,(OBS.NAME: CAL_HD285803_GRAVITY_UT1UT2UT3UT4_MED // OBS.ID: 2161492),0.0,0.0,,
122,LOG,2018-11-20T03:59:20.218Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB paused at 2018-11-20T03:59:20,0.0,0.0,,
123,LOG,2018-11-20T03:59:45.745Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB continued at 2018-11-20T03:59:45,0.0,0.0,,
124,LOG,2018-11-19T03:34:22.036Z,GRAVITY,wgv,wgv,wgv,bob_42908,55.0,seq,,,,OB started at 2018-11-19T03:34:22,0.0,0.0,,
125,LOG,2018-11-19T03:34:01.448Z,GRAVITY,wgv,wgv,wgv,bob_42908,55.0,seq,,,,ACK ABORT (red),0.0,0.0,,
126,LOG,2018-11-19T03:34:01.477Z,GRAVITY,wgv,wgv,wgv,bob_42908,55.0,seq,,,,OB aborted after 1195 seconds at 2018-11-19T03:34:01,0.0,0.0,,
127,LOG,2018-11-20T06:53:17.591Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB started at 2018-11-20T06:53:17,0.0,0.0,,
128,LOG,2018-11-20T02:34:27.965Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,ERROR: ACK ABORT (red),0.0,0.0,,
129,LOG,2018-11-20T02:34:28.019Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB aborted after 88 seconds at 2018-11-20T02:34:27,0.0,0.0,,
130,LOG,2018-11-21T21:40:43.398Z,GRAVITY,wgv,wgv,wgv,bob_14115,227.0,seq,,,,OB started at 2018-11-21T21:40:43,0.0,0.0,,
131,LOG,2018-11-19T20:06:07.432Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB finished (TERMINATED) in 5325 seconds at 2018-11-19T20:06:07,0.0,0.0,,
132,LOG,2018-11-19T18:37:22.083Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,OB started at 2018-11-19T18:37:22,0.0,0.0,,
133,LOG,2018-11-21T22:34:01.440Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,OB aborted after 608 seconds at 2018-11-21T22:32:01,0.0,0.0,,
134,LOG,2018-11-21T22:20:06.548Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0.0,0.0,,
135,LOG,2018-11-20T03:00:28.676Z,GRAVITY,wgv,wgv,wgv,bob_36706,246.0,seq,,,,(OBS.NAME: SCI_DRTau_GRAVITY_UT1UT2UT3UT4_MED // OBS.ID: 2161387),0.0,0.0,,
136,LOG,2018-11-21T22:21:26.787Z,GRAVITY,wgv,wgv,wgv,bob_8351,103.0,seq,,,,ACK ABORT (red),0.0,0.0,,
137,LOG,2018-11-20T23:30:43.949Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB started at 2018-11-20T23:30:43,0.0,0.0,,
138,LOG,2018-11-20T23:30:43.949Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: M05_HD221745_MED_SPLIT // OBS.ID: 200454007),0.0,0.0,,
139,LOG,2018-11-20T23:38:33.886Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB aborted after 470 seconds at 2018-11-20T23:38:33,0.0,0.0,,
140,LOG,2018-11-20T23:41:07.597Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB started at 2018-11-20T23:41:07,0.0,0.0,,
141,LOG,2018-11-21T00:02:29.977Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB started at 2018-11-21T00:02:29,0.0,0.0,,
142,LOG,2018-11-21T01:15:08.161Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB started at 2018-11-21T01:15:08,0.0,0.0,,
143,LOG,2018-11-21T01:15:25.265Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB aborted after 14 seconds at 2018-11-21T01:15:22,0.0,0.0,,
144,LOG,2018-11-21T01:15:39.743Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: SCI_NGC1068 // OBS.ID: 2215710),0.0,0.0,,
145,LOG,2018-11-21T01:16:11.118Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,OB started at 2018-11-21T01:16:11,0.0,0.0,,
146,LOG,2018-11-21T01:16:11.118Z,GRAVITY,wgv,wgv,wgv,bob_31295,115.0,seq,,,,(OBS.NAME: SCI_NGC1068 // OBS.ID: 2215710),0.0,0.0,,
