,logtype,@timestamp,system,hostname,loghost,envname,procname,procid,module,keywname,keywvalue,keymask,logtext,errstack,errstackidx,errlocation,errseverity,keywmask
153,LOG,2019-01-28T00:13:29.030Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,(OBS.NAME: B02_HD21552_MED_SPLIT // OBS.ID: 200452108),0,0,,,
154,LOG,2019-01-28T00:15:34.423Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,OB started at 2019-01-28T00:15:34,0,0,,,
155,LOG,2019-01-28T00:15:34.424Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,(OBS.NAME: B02_HD21552_MED_SPLIT // OBS.ID: 200452108),0,0,,,
156,LOG,2019-01-29T03:09:47.327Z,GRAVITY,wgv,wgv,wgv,bob_33178,88,seq,,,,(OBS.NAME: CAL_HD_39400_GRAVITY_A0B2C1D0_HIGH-SPLIT // OBS.ID: 2265448),0,0,,,
157,LOG,2019-01-28T00:28:44.950Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,(OBS.NAME: B02_HD21552_MED_SPLIT // OBS.ID: 200452108),0,0,,,
158,LOG,2019-01-28T00:33:07.447Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,OB started at 2019-01-28T00:33:07,0,0,,,
159,LOG,2019-01-28T00:35:31.097Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,OB aborted after 144 seconds at 2019-01-28T00:35:31,0,0,,,
160,LOG,2019-01-28T00:35:57.561Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,OB started at 2019-01-28T00:35:57,0,0,,,
161,LOG,2019-01-28T00:37:28.831Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,OB aborted after 14 seconds at 2019-01-28T00:36:11,0,0,,,
162,LOG,2019-01-28T00:39:12.874Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,OB started at 2019-01-28T00:39:12,0,0,,,
163,LOG,2019-01-28T00:39:12.874Z,GRAVITY,wgv,wgv,wgv,bob_11487,150,seq,,,,(OBS.NAME: M05_HD26820_MED_SPLIT // OBS.ID: 200454097),0,0,,,
164,LOG,2019-01-28T12:11:05.277Z,GRAVITY,wgv,wgv,wgv,bob_ins,98,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
165,LOG,2019-01-31T05:43:05.326Z,GRAVITY,wgv,wgv,wgv,bob_ins,149,seq,,,,OB started at 2019-01-31T05:43:05,0,0,,,
166,LOG,2019-01-31T05:44:23.632Z,GRAVITY,wgv,wgv,wgv,bob_ins,149,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
167,LOG,2019-01-26T17:24:50.217Z,GRAVITY,wgv,wgv,wgv,bob_18363,144,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
168,LOG,2019-01-30T22:23:45.124Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,OB finished (TERMINATED) in 2291 seconds at 2019-01-30T22:23:45,0,0,,,
169,LOG,2019-01-30T18:32:28.817Z,GRAVITY,wgv,wgv,wgv,bob_31607,136,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
170,LOG,2019-01-23T17:51:30.417Z,GRAVITY,wgv,wgv,wgv,bob_ft,186,seq,,,,OB started at 2019-01-23T17:51:30,0,0,,,
171,LOG,2019-01-23T17:51:30.417Z,GRAVITY,wgv,wgv,wgv,bob_ft,186,seq,,,,(OBS.NAME: Maintenance // OBS.ID: -1),0,0,,,
172,LOG,2019-01-29T00:48:32.338Z,GRAVITY,wgv,wgv,wgv,bob_33178,88,seq,,,,OB finished (TERMINATED) in 1757 seconds at 2019-01-29T00:48:32,0,0,,,
173,LOG,2019-01-24T02:04:45.540Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: CAL_HD_30605_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257385),0,0,,,
174,LOG,2019-01-24T02:29:52.825Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_CE_Tau_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257309),0,0,,,
175,LOG,2019-01-29T00:19:15.172Z,GRAVITY,wgv,wgv,wgv,bob_33178,88,seq,,,,OB started at 2019-01-29T00:19:15,0,0,,,
176,LOG,2019-01-29T00:19:15.172Z,GRAVITY,wgv,wgv,wgv,bob_33178,88,seq,,,,(OBS.NAME: CAL_HD_39400_GRAVITY_A0B2C1D0_HIGH-SPLIT // OBS.ID: 2265415),0,0,,,
177,LOG,2019-01-24T20:53:28.864Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB aborted after 3445 seconds at 2019-01-24T20:53:27,0,0,,,
178,LOG,2019-01-24T02:29:52.825Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T02:29:52,0,0,,,
179,LOG,2019-01-24T02:39:12.383Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_CE_Tau_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257309),0,0,,,
180,LOG,2019-01-24T02:39:38.270Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 20 seconds at 2019-01-24T02:39:32,0,0,,,
181,LOG,2019-01-23T22:47:13.089Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-23T22:47:13,0,0,,,
182,LOG,2019-01-23T22:47:13.089Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
183,LOG,2019-01-24T03:13:03.193Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1347 seconds at 2019-01-24T03:13:03,0,0,,,
184,LOG,2019-01-23T19:57:18.311Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-23T19:57:18,0,0,,,
185,LOG,2019-01-23T19:57:18.312Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
186,LOG,2019-01-24T03:37:07.373Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T03:37:07,0,0,,,
187,LOG,2019-01-23T21:42:38.840Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
188,LOG,2019-01-23T21:45:32.453Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 91 seconds at 2019-01-23T21:44:09,0,0,,,
189,LOG,2019-01-23T21:45:38.610Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-23T21:45:38,0,0,,,
190,LOG,2019-01-24T04:22:22.133Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: CAL_HD_46815_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257479),0,0,,,
191,LOG,2019-01-24T03:58:42.030Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1295 seconds at 2019-01-24T03:58:42,0,0,,,
192,LOG,2019-01-24T03:59:28.977Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: CAL_HD_42049_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257318),0,0,,,
193,LOG,2019-01-23T17:51:40.619Z,GRAVITY,wgv,wgv,wgv,bob_ft,186,seq,,,,OB finished (TERMINATED) in 10 seconds at 2019-01-23T17:51:40,0,0,,,
194,LOG,2019-01-24T19:56:02.889Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB started at 2019-01-24T19:56:02,0,0,,,
195,LOG,2019-01-28T08:55:59.809Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,ACK ABORT (red),0,0,,,
196,LOG,2019-01-28T08:57:35.623Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB aborted after 20 seconds at 2019-01-28T08:56:24,0,0,,,
197,LOG,2019-01-28T08:58:58.214Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB aborted after 20 seconds at 2019-01-28T08:57:59,0,0,,,
198,LOG,2019-01-23T23:53:18.104Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-23T23:53:18,0,0,,,
199,LOG,2019-01-23T23:53:18.104Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: CAL_HD_55526_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257452),0,0,,,
200,LOG,2019-01-23T21:47:03.717Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 85 seconds at 2019-01-23T21:47:03,0,0,,,
201,LOG,2019-01-23T22:50:27.843Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,ACK ABORT (red),0,0,,,
202,LOG,2019-01-23T22:51:27.514Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-23T22:51:27,0,0,,,
203,LOG,2019-01-23T22:51:27.514Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
204,LOG,2019-01-24T00:55:33.242Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1300 seconds at 2019-01-24T00:55:33,0,0,,,
205,LOG,2019-01-24T00:56:26.951Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T00:56:26,0,0,,,
206,LOG,2019-01-28T08:33:34.239Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB finished (TERMINATED) in 3747 seconds at 2019-01-28T08:33:34,0,0,,,
207,LOG,2019-01-28T08:56:04.178Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,(OBS.NAME: SCI_AlphaCenAB-swap-20190121A // OBS.ID: 2176861),0,0,,,
208,LOG,2019-01-28T08:57:39.731Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB started at 2019-01-28T08:57:39,0,0,,,
209,LOG,2019-01-28T08:57:39.731Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,(OBS.NAME: SCI_AlphaCenAB-swap-20190121A // OBS.ID: 2176861),0,0,,,
210,LOG,2019-01-28T08:59:09.315Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB started at 2019-01-28T08:59:09,0,0,,,
211,LOG,2019-01-27T03:58:28.323Z,GRAVITY,wgv,wgv,wgv,bob_18363,144,seq,,,,ACK ABORT (red),0,0,,,
212,LOG,2019-01-25T03:06:19.821Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB aborted after 0 seconds at 2019-01-25T03:06:15,0,0,,,
213,LOG,2019-01-25T03:06:47.996Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB started at 2019-01-25T03:06:47,0,0,,,
214,LOG,2019-01-25T03:17:51.122Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB aborted after 635 seconds at 2019-01-25T03:17:22,0,0,,,
215,LOG,2019-01-25T03:21:56.012Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB started at 2019-01-25T03:21:56,0,0,,,
216,LOG,2019-01-25T03:28:02.473Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,(OBS.NAME: Maintenance // OBS.ID: -1),0,0,,,
217,LOG,2019-01-25T03:38:16.911Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,OB aborted after 613 seconds at 2019-01-25T03:38:15,0,0,,,
218,LOG,2019-01-25T03:38:49.780Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,OB started at 2019-01-25T03:38:49,0,0,,,
219,LOG,2019-01-25T03:38:49.780Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,(OBS.NAME: Maintenance // OBS.ID: -1),0,0,,,
220,LOG,2019-01-25T03:39:52.965Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,OB started at 2019-01-25T03:39:52,0,0,,,
221,LOG,2019-01-25T04:16:30.892Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,OB finished (TERMINATED) in 2198 seconds at 2019-01-25T04:16:30,0,0,,,
222,LOG,2019-01-25T04:19:26.424Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,OB started at 2019-01-25T04:19:26,0,0,,,
223,LOG,2019-01-25T04:30:37.725Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,OB started at 2019-01-25T04:30:37,0,0,,,
224,LOG,2019-01-25T04:32:49.191Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,OB finished (TERMINATED) in 132 seconds at 2019-01-25T04:32:49,0,0,,,
225,LOG,2019-01-25T04:41:58.182Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,(OBS.NAME: Maintenance // OBS.ID: -1),0,0,,,
226,LOG,2019-01-25T04:48:03.574Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,OB started at 2019-01-25T04:48:03,0,0,,,
227,LOG,2019-01-25T04:48:03.574Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,(OBS.NAME: Maintenance // OBS.ID: -1),0,0,,,
228,LOG,2019-01-25T04:51:13.648Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,OB started at 2019-01-25T04:51:13,0,0,,,
229,LOG,2019-01-25T04:51:13.648Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,(OBS.NAME: Maintenance // OBS.ID: -1),0,0,,,
230,LOG,2019-01-28T04:14:06.003Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,ERROR: ACK ABORT (red),0,0,,,
231,LOG,2019-01-28T04:14:06.006Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,ACK ABORT (red),0,0,,,
232,LOG,2019-01-28T04:14:20.214Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB started at 2019-01-28T04:14:20,0,0,,,
233,LOG,2019-01-28T04:14:20.214Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,(OBS.NAME: CAL_HIP34975_forRCnc // OBS.ID: 2093533),0,0,,,
234,LOG,2019-01-25T08:03:20.014Z,GRAVITY,wgv,wgv,wgv,bob_ins,238,seq,,,,OB started at 2019-01-25T08:03:20,0,0,,,
235,LOG,2019-01-27T03:59:54.815Z,GRAVITY,wgv,wgv,wgv,bob_18363,144,seq,,,,OB started at 2019-01-27T03:59:54,0,0,,,
236,LOG,2019-01-22T19:28:14.462Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-22T19:28:14,0,0,,,
237,LOG,2019-01-22T19:28:14.462Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
238,LOG,2019-01-28T04:25:35.231Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,ERROR: ACK ABORT (red),0,0,,,
239,LOG,2019-01-28T04:25:35.241Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB aborted after 675 seconds at 2019-01-28T04:25:35,0,0,,,
240,LOG,2019-01-29T08:10:10.739Z,GRAVITY,wgv,wgv,wgv,bob_ins,210,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
241,LOG,2019-01-28T08:10:41.137Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB paused at 2019-01-28T08:10:41,0,0,,,
242,LOG,2019-01-28T08:10:58.923Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB continued at 2019-01-28T08:10:58,0,0,,,
243,LOG,2019-01-28T05:20:22.079Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB started at 2019-01-28T05:20:22,0,0,,,
244,LOG,2019-01-28T05:20:22.079Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,(OBS.NAME: CAL_HIP41080_forRCnc // OBS.ID: 2093539),0,0,,,
245,LOG,2019-01-28T08:28:20.404Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB paused at 2019-01-28T08:28:20,0,0,,,
246,LOG,2019-01-28T08:04:02.620Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB paused at 2019-01-28T08:04:02,0,0,,,
247,LOG,2019-01-28T08:04:04.712Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB continued at 2019-01-28T08:04:04,0,0,,,
248,LOG,2019-01-28T07:51:52.025Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB continued at 2019-01-28T07:51:52,0,0,,,
249,LOG,2019-01-25T11:45:02.822Z,GRAVITY,wgv,wgv,wgv,bob_ins,238,seq,,,,OB finished (TERMINATED) in 13302 seconds at 2019-01-25T11:45:02,0,0,,,
250,LOG,2019-01-24T02:34:28.980Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T02:34:28,0,0,,,
251,LOG,2019-01-24T02:34:28.980Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_CE_Tau_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257309),0,0,,,
252,LOG,2019-01-22T20:52:40.109Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
253,LOG,2019-01-24T02:42:38.328Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T02:42:38,0,0,,,
254,LOG,2019-01-24T02:31:17.427Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 41 seconds at 2019-01-24T02:30:33,0,0,,,
255,LOG,2019-01-24T02:46:17.499Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T02:46:17,0,0,,,
256,LOG,2019-01-24T02:29:14.719Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1469 seconds at 2019-01-24T02:29:14,0,0,,,
257,LOG,2019-01-24T02:38:14.182Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_CE_Tau_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257309),0,0,,,
258,LOG,2019-01-24T02:42:58.187Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 16 seconds at 2019-01-24T02:42:54,0,0,,,
259,LOG,2019-01-24T02:50:36.092Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_CE_Tau_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257309),0,0,,,
260,LOG,2019-01-24T04:22:22.133Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T04:22:22,0,0,,,
261,LOG,2019-01-24T04:46:08.242Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T04:46:08,0,0,,,
262,LOG,2019-01-28T04:05:27.196Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB started at 2019-01-28T04:05:27,0,0,,,
263,LOG,2019-01-28T04:05:27.196Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,(OBS.NAME: CAL_HIP34975_forRCnc // OBS.ID: 2093533),0,0,,,
264,LOG,2019-01-24T01:19:13.951Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1367 seconds at 2019-01-24T01:19:13,0,0,,,
265,LOG,2019-01-24T01:19:32.596Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T01:19:32,0,0,,,
266,LOG,2019-01-24T19:56:02.889Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
267,LOG,2019-01-24T05:40:41.485Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1934 seconds at 2019-01-24T05:40:41,0,0,,,
268,LOG,2019-01-24T05:41:21.632Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_HD_53917_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257323),0,0,,,
269,LOG,2019-01-24T06:23:53.463Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_HD_53917_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257323),0,0,,,
270,LOG,2019-01-24T06:23:35.172Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,ERROR: ACK ABORT (red),0,0,,,
271,LOG,2019-01-24T06:23:35.191Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 1230 seconds at 2019-01-24T06:23:35,0,0,,,
272,LOG,2019-01-24T03:13:53.849Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T03:13:53,0,0,,,
273,LOG,2019-01-24T03:13:53.849Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: CAL_HD_30605_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257385),0,0,,,
274,LOG,2019-01-24T03:36:09.679Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1336 seconds at 2019-01-24T03:36:09,0,0,,,
275,LOG,2019-01-24T03:59:28.977Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T03:59:28,0,0,,,
276,LOG,2019-01-25T00:24:35.753Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,"Parallel : WaitForAll failed, reason : ACK ABORT (red)",0,0,,,
277,LOG,2019-01-24T06:02:28.763Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1267 seconds at 2019-01-24T06:02:28,0,0,,,
278,LOG,2019-01-24T06:03:05.635Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T06:03:05,0,0,,,
279,LOG,2019-01-24T05:07:52.174Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1304 seconds at 2019-01-24T05:07:52,0,0,,,
280,LOG,2019-01-24T05:08:27.590Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T05:08:27,0,0,,,
281,LOG,2019-01-24T05:08:27.590Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: CAL_HD_55526_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257452),0,0,,,
282,LOG,2019-01-25T01:03:30.695Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB started at 2019-01-25T01:03:30,0,0,,,
283,LOG,2019-01-25T01:03:30.695Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,(OBS.NAME: B02_HD23319_MED_SPLIT // OBS.ID: 200452156),0,0,,,
284,LOG,2019-01-25T01:14:50.215Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,(OBS.NAME: SCI_WDS_J04403-5857AB_dual // OBS.ID: 200429868),0,0,,,
285,LOG,2019-01-24T06:53:41.285Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 1788 seconds at 2019-01-24T06:53:41,0,0,,,
286,LOG,2019-01-24T22:53:16.800Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB finished (TERMINATED) in 2186 seconds at 2019-01-24T22:53:16,0,0,,,
287,LOG,2019-01-26T05:43:49.282Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB started at 2019-01-26T05:43:49,0,0,,,
288,LOG,2019-01-26T05:43:52.230Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB aborted after 0 seconds at 2019-01-26T05:43:49,0,0,,,
289,LOG,2019-01-26T05:44:33.931Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB started at 2019-01-26T05:44:33,0,0,,,
290,LOG,2019-01-26T05:44:33.931Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,(OBS.NAME: CAL_L2_EHA_line // OBS.ID: 2093819),0,0,,,
291,LOG,2019-01-26T05:46:59.428Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB started at 2019-01-26T05:46:59,0,0,,,
292,LOG,2019-01-26T05:46:59.428Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,(OBS.NAME: CAL_L2_EHA_line // OBS.ID: 2093819),0,0,,,
293,LOG,2019-01-26T05:47:42.039Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB aborted after 0 seconds at 2019-01-26T05:46:59,0,0,,,
294,LOG,2019-01-26T05:50:13.070Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB started at 2019-01-26T05:50:13,0,0,,,
295,LOG,2019-01-24T22:16:50.910Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
296,LOG,2019-01-24T06:23:53.463Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T06:23:53,0,0,,,
297,LOG,2019-01-24T06:33:08.306Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB paused at 2019-01-24T06:33:08,0,0,,,
298,LOG,2019-01-25T00:31:34.083Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB aborted after 202 seconds at 2019-01-25T00:31:26,0,0,,,
299,LOG,2019-01-25T00:32:43.224Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,(OBS.NAME: B02_HD23319_MED_SPLIT // OBS.ID: 200452156),0,0,,,
300,LOG,2019-02-02T04:26:29.906,GRAVITY,wgv,wgv,wgv,bob_ins,188,seq,,,,OB started at 2019-02-02T04:26:29,0,0,,,
301,LOG,2019-01-24T23:55:04.218Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB aborted after 99 seconds at 2019-01-24T23:55:01,0,0,,,
302,LOG,2019-01-24T23:55:18.558Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB started at 2019-01-24T23:55:18,0,0,,,
303,LOG,2019-01-28T07:31:04.495Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,ACK ABORT (red),0,0,,,
304,LOG,2019-01-28T07:31:04.501Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB aborted after 911 seconds at 2019-01-28T07:31:04,0,0,,,
305,LOG,2019-01-28T07:15:53.408Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB started at 2019-01-28T07:15:53,0,0,,,
