,logtype,@timestamp,system,hostname,loghost,envname,procname,procid,module,keywname,keywvalue,keymask,logtext,errstack,errstackidx,errlocation,errseverity,keywmask
306,LOG,2019-01-23T07:11:31.756Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB finished (TERMINATED) in 953 seconds at 2019-01-23T07:11:31,0,0,,,
307,LOG,2019-01-23T05:54:03.964Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T05:54:03,0,0,,,
308,LOG,2019-01-23T06:14:26.743Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB finished (TERMINATED) in 1223 seconds at 2019-01-23T06:14:26,0,0,,,
309,LOG,2019-01-23T06:14:53.800Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T06:14:53,0,0,,,
310,LOG,2019-01-23T06:37:20.739Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T06:37:20,0,0,,,
311,LOG,2019-01-23T06:37:20.739Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: SCI_HD_53917_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257323),0,0,,,
312,LOG,2019-02-03T03:49:04.957,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB finished (TERMINATED) in 1352 seconds at 2019-02-03T03:49:04,0,0,,,
313,LOG,2019-02-03T03:49:32.101,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,(OBS.NAME: B02_HD62902_MED_SPLIT // OBS.ID: 200452405),0,0,,,
314,LOG,2019-01-23T09:47:09.614Z,GRAVITY,wgv,wgv,wgv,bob_ins,69,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
315,LOG,2019-01-23T05:54:03.964Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: SCI_HD_53917_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257323),0,0,,,
316,LOG,2019-01-23T06:14:53.800Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: CAL_HD_55526_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257452),0,0,,,
317,LOG,2019-02-03T04:52:09.427,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,(OBS.NAME: CAL_HD106983 // OBS.ID: 2285179),0,0,,,
318,LOG,2019-02-03T06:25:44.829,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,(OBS.NAME: SCI_BI_Cru // OBS.ID: 2285173),0,0,,,
319,LOG,2019-01-23T03:49:37.881Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T03:49:37,0,0,,,
320,LOG,2019-01-23T04:11:40.894Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB finished (TERMINATED) in 1323 seconds at 2019-01-23T04:11:40,0,0,,,
321,LOG,2019-02-03T06:29:45.992,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB continued at 2019-02-03T06:29:45,0,0,,,
322,LOG,2019-01-23T04:38:01.619Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T04:38:01,0,0,,,
323,LOG,2019-02-03T07:26:14.614,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB continued at 2019-02-03T07:26:14,0,0,,,
324,LOG,2019-02-03T07:26:12.374,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,(OBS.NAME: SCI_BI_Cru // OBS.ID: 2285173),0,0,,,
325,LOG,2019-02-03T07:49:03.681,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB aborted after 1362 seconds at 2019-02-03T07:48:54,0,0,,,
326,LOG,2019-02-03T07:49:56.812,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,(OBS.NAME: SCI_BI_Cru // OBS.ID: 2285173),0,0,,,
327,LOG,2019-01-23T01:53:19.132Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB finished (TERMINATED) in 1462 seconds at 2019-01-23T01:53:19,0,0,,,
328,LOG,2019-01-23T01:53:40.227Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: SCI_HD_53917_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257323),0,0,,,
329,LOG,2019-01-23T02:15:08.591Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T02:15:08,0,0,,,
330,LOG,2019-01-23T02:15:08.591Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: CAL_HD_55526_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257452),0,0,,,
331,LOG,2019-02-03T08:19:02.474,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB started at 2019-02-03T08:19:02,0,0,,,
332,LOG,2019-02-03T08:19:02.499,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB paused at 2019-02-03T08:19:02,0,0,,,
333,LOG,2019-01-23T00:16:06.089Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T00:16:06,0,0,,,
334,LOG,2019-02-03T08:19:04.859,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB continued at 2019-02-03T08:19:04,0,0,,,
335,LOG,2019-01-23T05:23:03.851Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB finished (TERMINATED) in 1230 seconds at 2019-01-23T05:23:03,0,0,,,
336,LOG,2019-01-23T05:23:14.988Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: CAL_HD_46815_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257479),0,0,,,
337,LOG,2019-01-23T05:02:33.496Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T05:02:33,0,0,,,
338,LOG,2019-01-23T05:02:33.496Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: SCI_HD_53917_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257323),0,0,,,
339,LOG,2019-01-22T05:00:47.445Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,(OBS.NAME: SCI_RAFGL_961_A // OBS.ID: 2261941),0,0,,,
340,LOG,2019-01-22T05:45:57.931Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,OB started at 2019-01-22T05:45:57,0,0,,,
341,LOG,2019-01-22T05:45:57.931Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,(OBS.NAME: SCI_RAFGL_961_A // OBS.ID: 2261941),0,0,,,
342,LOG,2019-01-22T06:03:05.091Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,OB started at 2019-01-22T06:03:05,0,0,,,
343,LOG,2019-02-02T23:29:10.243,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB continued at 2019-02-02T23:29:10,0,0,,,
344,LOG,2019-01-22T05:00:47.445Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,OB started at 2019-01-22T05:00:47,0,0,,,
345,LOG,2019-01-22T00:52:21.557Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,OB continued at 2019-01-22T00:52:21,0,0,,,
346,LOG,2019-01-22T01:12:46.754Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,OB finished (TERMINATED) in 1618 seconds at 2019-01-22T01:12:46,0,0,,,
347,LOG,2019-01-22T01:27:22.757Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,(OBS.NAME: CAL_HD_58647 // OBS.ID: 2262001),0,0,,,
348,LOG,2019-02-02T23:52:14.410,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB finished (TERMINATED) in 8177 seconds at 2019-02-02T23:52:14,0,0,,,
349,LOG,2019-01-22T06:48:38.646Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,ERROR: ACK ABORT (red),0,0,,,
350,LOG,2019-01-22T07:05:00.249Z,GRAVITY,wgv,wgv,wgv,bob_6734,199,seq,,,,OB paused at 2019-01-22T07:05:00,0,0,,,
351,LOG,2019-01-21T12:18:55.928Z,GRAVITY,wgv,wgv,wgv,bob_ins,35,seq,,,,OB aborted after 8809 seconds at 2019-01-21T12:05:31,0,0,,,
352,LOG,2019-01-21T12:19:05.847Z,GRAVITY,wgv,wgv,wgv,bob_ins,35,seq,,,,OB started at 2019-01-21T12:19:05,0,0,,,
353,LOG,2019-01-31T20:17:12.397Z,GRAVITY,wgv,wgv,wgv,bob_11013,98,seq,,,,OB aborted after 394 seconds at 2019-01-31T20:17:12,0,0,,,
354,LOG,2019-01-31T21:32:43.465Z,GRAVITY,wgv,wgv,wgv,bob_18816,130,seq,,,,OB finished (TERMINATED) in 4066 seconds at 2019-01-31T21:32:43,0,0,,,
355,LOG,2019-01-22T23:51:03.597Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB continued at 2019-01-22T23:51:03,0,0,,,
356,LOG,2019-01-23T00:02:24.961Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T00:02:24,0,0,,,
357,LOG,2019-01-23T00:15:43.646Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,ACK ABORT (red),0,0,,,
358,LOG,2019-01-23T00:15:43.656Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB aborted after 799 seconds at 2019-01-23T00:15:43,0,0,,,
359,LOG,2019-01-23T02:38:38.467Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T02:38:38,0,0,,,
360,LOG,2019-01-23T03:03:04.169Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,OB started at 2019-01-23T03:03:04,0,0,,,
361,LOG,2019-01-23T03:03:04.169Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: SCI_CE_Tau_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257309),0,0,,,
362,LOG,2019-01-23T03:25:41.269Z,GRAVITY,wgv,wgv,wgv,bob_35616,65,seq,,,,(OBS.NAME: CAL_HD_30605_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257385),0,0,,,
363,LOG,2019-01-30T20:37:29.804Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,OB aborted after 1610 seconds at 2019-01-30T20:37:14,0,0,,,
364,LOG,2019-01-30T20:38:01.910Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,OB started at 2019-01-30T20:38:01,0,0,,,
365,LOG,2019-01-30T20:38:01.910Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
366,LOG,2019-01-30T20:58:16.608Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
367,LOG,2019-01-30T20:58:10.372Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,ACK ABORT (red),0,0,,,
368,LOG,2019-01-30T20:58:51.143Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,OB aborted after 35 seconds at 2019-01-30T20:58:51,0,0,,,
369,LOG,2019-02-03T09:12:19.143,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB started at 2019-02-03T09:12:19,0,0,,,
370,LOG,2019-02-03T09:12:19.143,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,(OBS.NAME: SCI_BI_Cru // OBS.ID: 2285173),0,0,,,
371,LOG,2019-01-30T21:43:44.530Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,OB aborted after 2082 seconds at 2019-01-30T21:33:49,0,0,,,
372,LOG,2019-01-30T21:45:34.672Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
373,LOG,2019-02-03T09:26:22.066,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB continued at 2019-02-03T09:26:22,0,0,,,
374,LOG,2019-01-31T13:33:09.725Z,GRAVITY,wgv,wgv,wgv,bob_ins,149,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
375,LOG,2019-02-03T09:26:19.204,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB paused at 2019-02-03T09:26:19,0,0,,,
376,LOG,2019-01-30T18:03:54.252Z,GRAVITY,wgv,wgv,wgv,bob_31607,136,seq,,,,OB started at 2019-01-30T18:03:54,0,0,,,
377,LOG,2019-01-31T00:14:23.260Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,OB aborted after 128 seconds at 2019-01-31T00:14:15,0,0,,,
378,LOG,2019-01-31T00:15:10.819Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,(OBS.NAME: M05_HD26820_MED_SPLIT // OBS.ID: 200454097),0,0,,,
379,LOG,2019-02-03T20:28:10.016,GRAVITY,wgv,wgv,wgv,bob_ins,180,seq,,,,OB paused at 2019-02-03T20:28:10,0,0,,,
380,LOG,2019-01-30T20:10:24.866Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,OB started at 2019-01-30T20:10:24,0,0,,,
381,LOG,2019-01-24T22:16:50.910Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB started at 2019-01-24T22:16:50,0,0,,,
382,LOG,2019-01-25T00:28:04.014Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,(OBS.NAME: B02_HD23319_MED_SPLIT // OBS.ID: 200452156),0,0,,,
383,LOG,2019-01-25T00:32:43.224Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB started at 2019-01-25T00:32:43,0,0,,,
384,LOG,2019-01-23T22:50:27.853Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 194 seconds at 2019-01-23T22:50:27,0,0,,,
385,LOG,2019-01-23T23:00:16.692Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB paused at 2019-01-23T23:00:16,0,0,,,
386,LOG,2019-01-24T00:56:26.951Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: CAL_HD_55526_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257452),0,0,,,
387,LOG,2019-01-24T01:40:37.612Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1265 seconds at 2019-01-24T01:40:37,0,0,,,
388,LOG,2019-01-24T01:41:10.711Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T01:41:10,0,0,,,
389,LOG,2019-01-24T02:04:45.540Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T02:04:45,0,0,,,
390,LOG,2019-01-24T04:21:21.914Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1313 seconds at 2019-01-24T04:21:21,0,0,,,
391,LOG,2019-01-24T04:45:33.353Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB finished (TERMINATED) in 1391 seconds at 2019-01-24T04:45:33,0,0,,,
392,LOG,2019-01-24T04:46:08.242Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_HD_53917_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257323),0,0,,,
393,LOG,2019-01-31T05:43:20.582Z,GRAVITY,wgv,wgv,wgv,bob_ins,149,seq,,,,OB aborted after 0 seconds at 2019-01-31T05:43:05,0,0,,,
394,LOG,2019-01-31T05:44:23.632Z,GRAVITY,wgv,wgv,wgv,bob_ins,149,seq,,,,OB started at 2019-01-31T05:44:23,0,0,,,
395,LOG,2019-01-31T01:11:48.488Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,OB started at 2019-01-31T01:11:48,0,0,,,
396,LOG,2019-01-31T01:13:13.136Z,GRAVITY,wgv,wgv,wgv,bob_26520,91,seq,,,,OB started at 2019-01-31T01:13:13,0,0,,,
397,LOG,2019-01-24T08:14:37.850Z,GRAVITY,wgv,wgv,wgv,bob_ins,139,seq,,,,OB started at 2019-01-24T08:14:37,0,0,,,
398,LOG,2019-01-24T08:14:37.850Z,GRAVITY,wgv,wgv,wgv,bob_ins,139,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
399,LOG,2019-02-03T09:33:42.374,GRAVITY,wgv,wgv,wgv,bob_ins,180,seq,,,,OB started at 2019-02-03T09:33:42,0,0,,,
400,LOG,2019-02-03T20:38:36.448,GRAVITY,wgv,wgv,wgv,bob_40835,235,seq,,,,OB started at 2019-02-03T20:38:36,0,0,,,
401,LOG,2019-01-25T00:24:40.805Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB aborted after 1757 seconds at 2019-01-25T00:24:35,0,0,,,
402,LOG,2019-01-24T05:41:21.632Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T05:41:21,0,0,,,
403,LOG,2019-01-24T06:23:35.175Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,ACK ABORT (red),0,0,,,
404,LOG,2019-01-24T06:03:05.635Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: CAL_HD_46815_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257479),0,0,,,
405,LOG,2019-01-26T05:43:49.283Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,(OBS.NAME: CAL_L2_EHA_line // OBS.ID: 2093819),0,0,,,
406,LOG,2019-01-26T05:44:15.148Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB aborted after 0 seconds at 2019-01-26T05:44:12,0,0,,,
407,LOG,2019-01-26T05:44:36.196Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB aborted after 1 seconds at 2019-01-26T05:44:34,0,0,,,
408,LOG,2019-01-26T05:48:08.613Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB started at 2019-01-26T05:48:08,0,0,,,
409,LOG,2019-01-26T05:48:08.613Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,(OBS.NAME: CAL_L2_EHA_line // OBS.ID: 2093819),0,0,,,
410,LOG,2019-01-26T05:48:16.519Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB aborted after 1 seconds at 2019-01-26T05:48:09,0,0,,,
411,LOG,2019-01-28T09:30:14.869Z,GRAVITY,wgv,wgv,wgv,bob_ins,98,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
412,LOG,2019-01-30T18:19:32.485Z,GRAVITY,wgv,wgv,wgv,bob_31607,136,seq,,,,OB aborted after 129 seconds at 2019-01-30T18:19:28,0,0,,,
413,LOG,2019-01-30T18:21:14.836Z,GRAVITY,wgv,wgv,wgv,bob_31607,136,seq,,,,OB aborted after 1 seconds at 2019-01-30T18:21:12,0,0,,,
414,LOG,2019-01-30T14:41:00.867Z,GRAVITY,wgv,wgv,wgv,bob_ins,128,seq,,,,OB finished (TERMINATED) in 26678 seconds at 2019-01-30T14:41:00,0,0,,,
415,LOG,2019-01-24T10:25:55.771Z,GRAVITY,wgv,wgv,wgv,bob_ins,139,seq,,,,OB finished (TERMINATED) in 7878 seconds at 2019-01-24T10:25:55,0,0,,,
416,LOG,2019-02-02T04:26:29.907,GRAVITY,wgv,wgv,wgv,bob_ins,188,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
417,LOG,2019-01-25T03:39:05.621Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,OB aborted after 12 seconds at 2019-01-25T03:39:01,0,0,,,
418,LOG,2019-01-25T03:39:52.965Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,(OBS.NAME: Maintenance // OBS.ID: -1),0,0,,,
419,LOG,2019-01-25T04:19:26.424Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,(OBS.NAME: Maintenance // OBS.ID: -1),0,0,,,
420,LOG,2019-01-25T04:30:37.726Z,GRAVITY,wgv,wgv,wgv,bob_47831,78,seq,,,,(OBS.NAME: Maintenance // OBS.ID: -1),0,0,,,
421,LOG,2019-01-25T04:41:58.182Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,OB started at 2019-01-25T04:41:58,0,0,,,
422,LOG,2019-02-02T05:16:02.311,GRAVITY,wgv,wgv,wgv,bob_ins,188,seq,,,,OB finished (TERMINATED) in 2973 seconds at 2019-02-02T05:16:02,0,0,,,
423,LOG,2019-01-25T04:46:43.622Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,OB started at 2019-01-25T04:46:43,0,0,,,
424,LOG,2019-01-25T04:47:11.522Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,"Parallel : WaitForAll failed, reason : ACK ABORT (red)",0,0,,,
425,LOG,2019-01-25T04:47:59.816Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,OB aborted after 28 seconds at 2019-01-25T04:47:11,0,0,,,
426,LOG,2019-01-25T04:49:39.571Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,OB finished (TERMINATED) in 96 seconds at 2019-01-25T04:49:39,0,0,,,
427,LOG,2019-01-25T03:06:15.484Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,OB started at 2019-01-25T03:06:15,0,0,,,
428,LOG,2019-01-25T03:06:15.484Z,GRAVITY,wgv,wgv,wgv,bob_38613,94,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
429,LOG,2019-01-25T05:27:04.178Z,GRAVITY,wgv,wgv,wgv,bob_30290,43,seq,,,,OB finished (TERMINATED) in 2151 seconds at 2019-01-25T05:27:04,0,0,,,
430,LOG,2019-01-28T12:11:10.206Z,GRAVITY,wgv,wgv,wgv,bob_ins,98,seq,,,,OB finished (TERMINATED) in 5 seconds at 2019-01-28T12:11:10,0,0,,,
431,LOG,2019-01-28T12:07:40.994Z,GRAVITY,wgv,wgv,wgv,bob_ins,98,seq,,,,OB aborted after 8051 seconds at 2019-01-28T11:44:25,0,0,,,
432,LOG,2019-01-25T23:53:37.644Z,GRAVITY,wgv,wgv,wgv,bob_31863,18,seq,,,,OB started at 2019-01-25T23:53:37,0,0,,,
433,LOG,2019-02-03T03:57:29.159,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB finished (TERMINATED) in 477 seconds at 2019-02-03T03:57:29,0,0,,,
434,LOG,2019-01-30T07:16:22.671Z,GRAVITY,wgv,wgv,wgv,bob_ins,128,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
435,LOG,2019-02-03T05:54:19.830,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB paused at 2019-02-03T05:54:19,0,0,,,
436,LOG,2019-02-03T05:55:45.905,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB continued at 2019-02-03T05:55:45,0,0,,,
437,LOG,2019-02-03T06:25:44.848,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB paused at 2019-02-03T06:25:44,0,0,,,
438,LOG,2019-02-03T07:26:12.374,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB started at 2019-02-03T07:26:12,0,0,,,
439,LOG,2019-02-03T07:26:12.399,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB paused at 2019-02-03T07:26:12,0,0,,,
440,LOG,2019-01-27T06:13:05.864Z,GRAVITY,wgv,wgv,wgv,bob_ins,209,seq,,,,(OBS.NAME: Calibration // OBS.ID: 200385148),0,0,,,
441,LOG,2019-02-03T07:25:58.214,GRAVITY,wgv,wgv,wgv,bob_10834,44,seq,,,,OB finished (TERMINATED) in 1683 seconds at 2019-02-03T07:25:58,0,0,,,
442,LOG,2019-01-23T21:17:01.519Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 4298 seconds at 2019-01-23T21:08:56,0,0,,,
443,LOG,2019-01-23T21:42:38.840Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-23T21:42:38,0,0,,,
444,LOG,2019-01-23T21:45:38.610Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: Calibration // OBS.ID: -1),0,0,,,
445,LOG,2019-01-24T01:19:32.596Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_HD_53917_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257323),0,0,,,
446,LOG,2019-01-24T00:33:53.020Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T00:33:53,0,0,,,
447,LOG,2019-01-24T02:35:48.120Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 20 seconds at 2019-01-24T02:34:48,0,0,,,
448,LOG,2019-01-24T02:38:53.256Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 34 seconds at 2019-01-24T02:38:48,0,0,,,
449,LOG,2019-01-24T02:39:12.383Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T02:39:12,0,0,,,
450,LOG,2019-01-24T02:46:17.499Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_CE_Tau_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257309),0,0,,,
451,LOG,2019-01-24T02:38:14.182Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T02:38:14,0,0,,,
452,LOG,2019-01-24T02:42:38.328Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_CE_Tau_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257309),0,0,,,
453,LOG,2019-01-24T02:46:36.557Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB aborted after 16 seconds at 2019-01-24T02:46:33,0,0,,,
454,LOG,2019-01-24T02:50:36.092Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,OB started at 2019-01-24T02:50:36,0,0,,,
455,LOG,2019-01-24T03:37:07.373Z,GRAVITY,wgv,wgv,wgv,bob_44306,48,seq,,,,(OBS.NAME: SCI_CE_Tau_GRAVITY_A0G1J2J3_HIGH-SPLIT // OBS.ID: 2257309),0,0,,,
456,LOG,2019-01-28T08:21:15.918Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,OB continued at 2019-01-28T08:21:15,0,0,,,
457,LOG,2019-01-21T06:20:56.199Z,GRAVITY,wgv,wgv,wgv,bob_45695,97,seq,,,,(OBS.NAME: CAL_TW_Hya // OBS.ID: 2261916),0,0,,,
458,LOG,2019-01-28T08:55:59.806Z,GRAVITY,wgv,wgv,wgv,bob_27368,133,seq,,,,ERROR: ACK ABORT (red),0,0,,,
